product_code,product_name,material,spec,dimensions,category,packaging,mold,cost,price,production,note,images_count,image_files,has_print_area,source_file,source_type
45x57(mm)/Ø32,45x57(mm)/Ø32 LDPE+Q300F,PE,LDPE+Q300F,,Unknown/PE,,,,,,,0,,false,제품 리스트_6.전용몰드.xlsx,excel
51x47x133(mm)/Ø24,51x47x133(mm)/Ø24 PETG,PETG,PETG,,Unknown/PETG,,,,,,,0,,false,제품 리스트_6.전용몰드.xlsx,excel
73x70x181(mm)/Ø28,73x70x181(mm)/Ø28 PETG,PETG,PETG,,Unknown/PETG,,,,,,,0,,false,제품 리스트_6.전용몰드.xlsx,excel
38x70(mm)/Ø20,38x70(mm)/Ø20 PET,PET,PET,,Unknown/PET,,,,,,,0,,false,제품 리스트_6.전용몰드.xlsx,excel
47x114(mm)/Ø24,47x114(mm)/Ø24 PET,PET,PET,,Unknown/PET,,,,,,,0,,false,제품 리스트_6.전용몰드.xlsx,excel
42x114(mm)/Ø24,42x114(mm)/Ø24 PET,PET,PET,,Unknown/PET,,,,,,,0,,false,제품 리스트_6.전용몰드.xlsx,excel
45x162(mm)/Ø24,45x162(mm)/Ø24 PET,PET,PET,,Unknown/PET,,,,,,,0,,false,제품 리스트_6.전용몰드.xlsx,excel
52x176(mm)/Ø24,52x176(mm)/Ø24 PET,PET,PET,,Unknown/PET,,,,,,,0,,false,제품 리스트_6.전용몰드.xlsx,excel
39x113(mm)/Ø24,39x113(mm)/Ø24 PETG,PETG,PETG,,Unknown/PETG,,,,,,,0,,false,제품 리스트_6.전용몰드.xlsx,excel
39x114(mm)/Ø20,39x114(mm)/Ø20 PET,PET,PET,,Unknown/PET,,,,,,,0,,false,제품 리스트_6.전용몰드.xlsx,excel
64x143(mm)/Ø24,64x143(mm)/Ø24 PE,PE,PE,,Unknown/PE,,,,,,,0,,false,제품 리스트_6.전용몰드.xlsx,excel
43x151(mm)/Ø24,43x151(mm)/Ø24 PETG,PETG,PETG,,Unknown/PETG,,,,,,,0,,false,제품 리스트_6.전용몰드.xlsx,excel
BG020-R001,BG020-R001 PETG / 20ml,PETG,PETG / 20ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG060-R001,BG060-R001 PETG / 60ml,PETG,PETG / 60ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG070-R001(20),BG070-R001(20) PETG / 70ml,PETG,PETG / 70ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG070-R001(24),BG070-R001(24) PETG / 70ml,PETG,PETG / 70ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG080-R001,BG080-R001 PETG / 80ml,PETG,PETG / 80ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG100-R001,BG100-R001 PETG / 100ml,PETG,PETG / 100ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG170-R001,BG170-R001 PETG / 170ml,PETG,PETG / 170ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG200-R001,BG200-R001 PETG / 200ml,PETG,PETG / 200ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG250-R010,BG250-R010 PETG / 300ml,PETG,PETG / 300ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG400-R010,BG400-R010 PE / 400ml,PE,PE / 400ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG200-G008,BG200-G008 PETG / 200ml,PETG,PETG / 200ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG300-G008,BG300-G008 PETG / 300ml,PETG,PETG / 300ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG150-T005,BG150-T005 PETG / 150ml,PETG,PETG / 150ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG090-S006,BG090-S006 PETG / 90ml 준헤비,PETG,PETG / 90ml 준헤비,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG120-B002,BG120-B002 PETG / 120ml,PETG,PETG / 120ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG140-K003,BG140-K003 PETG / 140ml,PETG,PETG / 140ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG200-K003,BG200-K003 PETG / 200ml,PETG,PETG / 200ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG400-K003,BG400-K003 PETG / 400ml,PETG,PETG / 400ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG150-C002,BG150-C002 PETG / 150ml,PETG,PETG / 150ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BG180-C012,BG180-C012 PE / 180ml,PE,PE / 180ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
HG030-R003,HG030-R003 PETG / 25ml,PETG,PETG / 25ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
HG060-R003,HG060-R003 PETG / 60ml,PETG,PETG / 60ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
HG120-R003,HG120-R003 PETG / 120ml,PETG,PETG / 120ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
HG120-R003,HG120-R003 PETG / 120ml,PETG,PETG / 120ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
HG020-T003,HG020-T003 PETG / 20ml,PETG,PETG / 20ml,,Unknown/PETG,,,,,,,0,,false,제품 리스트_2.PETG.xlsx,excel
BE040-R001,BE040-R001 PE / 40ml,PE,PE / 40ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE050-R001,BE050-R001 PE / 50ml,PE,PE / 50ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE060-R001,BE060-R001 PE / 60ml,PE,PE / 60ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE080-R001,BE080-R001 PE / 80ml,PE,PE / 80ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE100-R001,BE100-R001 PE / 100ml,PE,PE / 100ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE140-R001,BE140-R001 PE / 140ml,PE,PE / 140ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE150-R001,BE150-R001 PE / 150ml(petg 170),PETG,PE / 150ml(petg 170),,Unknown/PETG,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE200-R001,BE200-R001 PE / 200ml,PE,PE / 200ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE150-R007,BE150-R007 PE / 150ml,PE,PE / 150ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE250-R007,BE250-R007 PE / 250ml,PE,PE / 250ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE290-R007,BE290-R007 PE / 290ml,PE,PE / 290ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE300-R007,BE300-R007 PE / 300ml,PE,PE / 300ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE500-R007,BE500-R007 PE / 500ml,PE,PE / 500ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE900-R007,BE900-R007 PE / 900ml,PE,PE / 900ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE050-G003,BE050-G003 PE / 50ml,PE,PE / 50ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE250-G003,BE250-G003 PE / 250ml,PE,PE / 250ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE300-G003,BE300-G003 PE / 300ml,PE,PE / 300ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE280-G012,BE280-G012 PE / 280ml,PE,PE / 280ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE300-F002,BE300-F002 PE / 300ml,PE,PE / 300ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE500-S007,BE500-S007 PE / 500ml,PE,PE / 500ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE111-S007,"BE111-S007 PE / 1,000ml",PE,"PE / 1,000ml",,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE111-A004,BE111-A004 PE / 1000ml,PE,PE / 1000ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE250-U007,BE250-U007 PE / 250ml,PE,PE / 250ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE500-U007,BE500-U007 PE / 500ml,PE,PE / 500ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE200-U017,BE200-U017 PE / 200ml,PE,PE / 200ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE500-U017,BE500-U017 PE / 500ml,PE,PE / 500ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE120-H004(18),BE120-H004(18) PE / 120ml,PE,PE / 120ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE120-H004(20),BE120-H004(20) PE / 120ml,PE,PE / 120ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
BE650-C007,BE650-C007 PE / 650ml,PE,PE / 650ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
GE500-G002,GE500-G002 PE / 500ml,PE,PE / 500ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
TE200-R002,TE200-R002 PE / 200ml,PE,PE / 200ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
TE300-R002,TE300-R002 PE / 300ml,PE,PE / 300ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
DE111-R012,DE111-R012 PE / 1000ml,PE,PE / 1000ml,,Unknown/PE,,,,,,,0,,false,제품 리스트_1.PE.xlsx,excel
